id,titulo,autor,anio,anio_muerte,tipo,accion,ES,ES_libre_en,DE,DE_libre_en,MX,MX_libre_en,CL,CL_libre_en,AR,AR_libre_en,UY,UY_libre_en,US,US_libre_en,PR,PR_libre_en,CO,CO_libre_en,PE,PE_libre_en,EC,EC_libre_en,VE,VE_libre_en,NI,NI_libre_en,PY,PY_libre_en,CR,CR_libre_en,GB,GB_libre_en,CU,CU_libre_en,BO,BO_libre_en,SV,SV_libre_en,FR,FR_libre_en
616,¿Dónde Está mi Cabeza?,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
569,Los Duendes de la Camarilla,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
538,Electra,Benito Pérez Galdós,1901,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
539,Episodios Nacionales para Niños,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
598,El Equipaje del Rey,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
574,España Sin Rey,Benito Pérez Galdós,1907,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
579,España Trágica,Benito Pérez Galdós,1909,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
553,La Estafeta Romántica,Benito Pérez Galdós,1899,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
577,Un Faccioso Más y Algunos Frailes Menos,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
541,La Familia de León Roch,Benito Pérez Galdós,1878,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
547,La Fontana de Oro,Benito Pérez Galdós,1870,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
602,Gerona,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
536,Gloria,Benito Pérez Galdós,1877,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
599,El Grande Oriente,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
545,Halma,Benito Pérez Galdós,1895,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
554,La Incógnita,Benito Pérez Galdós,1889,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
619,Una Industria que Vive de la Muerte,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
568,Juan Martín el Empecinado,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
617,Junio,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
535,La Loca de la Casa,Benito Pérez Galdós,1893,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
531,Lo Prohibido,Benito Pérez Galdós,1885,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
555,Luchana,Benito Pérez Galdós,1899,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
605,Marianela,Benito Pérez Galdós,1878,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
603,Memorias de un Cortesano de 1815,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
570,Mendizábal,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
548,Miau,Benito Pérez Galdós,1888,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
551,Misericordia,Benito Pérez Galdós,1897,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
588,Montes de Oca,Benito Pérez Galdós,1900,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
609,La Mula y el Buey,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
592,Napoleón en Chamartín,Benito Pérez Galdós,1874,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
575,Narváez,Benito Pérez Galdós,1902,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
556,Nazarín,Benito Pérez Galdós,1895,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
614,La Novela en el Tranvía,Benito Pérez Galdós,1871,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
576,O'Donnell,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
565,De Oñate a la Granja,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
618,La Pluma en el Viento,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
590,La Primera República,Benito Pérez Galdós,1911,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
571,Prim,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
608,La Princesa y el Granuja,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
534,La Razón de la Sinrazón,Benito Pérez Galdós,1915,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
542,Realidad,Benito Pérez Galdós,1889,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
581,La Revolución de Julio,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
546,La de San Quintín,Benito Pérez Galdós,1894,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
591,La Segunda Casaca,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
607,La Sombra,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
589,El Terror de 1824,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
610,Theros,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
583,Las Tormentas del 48,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
552,Tormento,Benito Pérez Galdós,1884,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
572,Torquemada en la Cruz,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
611,Torquemada en la Hoguera,Benito Pérez Galdós,1889,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
550,Torquemada en el Purgatorio,Benito Pérez Galdós,1894,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
560,Torquemada y San Pedro,Benito Pérez Galdós,1895,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
606,Trafalgar,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
620,Un Tribunal Literario,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
593,Tristana,Benito Pérez Galdós,1892,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
557,La de los Tristes Destinos,Benito Pérez Galdós,1907,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
615,Tropiquillos,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
559,Vergara,Benito Pérez Galdós,1899,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
578,Un Voluntario Realista,Benito Pérez Galdós,1878,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
612,De Vuelta de Italia,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
582,La Vuelta al Mundo en la Numancia,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
584,Zaragoza,Benito Pérez Galdós,s. f.,1920,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
573,Zumalacárregui,Benito Pérez Galdós,1898,1920,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
635,Un Boceto del Natural,Gustavo Adolfo Bécquer,s. f.,1870,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
627,Cartas desde mi Celda,Gustavo Adolfo Bécquer,1864,1870,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
629,Cartas Literarias a una Mujer,Gustavo Adolfo Bécquer,1861,1870,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
624,El Caudillo de las Manos Rojas,Gustavo Adolfo Bécquer,1858,1870,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
626,La Creación,Gustavo Adolfo Bécquer,1861,1870,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
625,Creed en Dios,Gustavo Adolfo Bécquer,1862,1870,Dominio público,PUBLICAR,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
636,Cuentos y prosas dispersos,Gustavo Adolfo Bécquer,s. f.,1870,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
632,¡Es Raro!,Gustavo Adolfo Bécquer,s. f.,1870,Dominio público,"GEOBLOQUEAR:PR,US",LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,REVISAR,,REVISAR,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,,LIBRE,
